ps excitado a 230 los demas a 259								
								
								
								
8								
4096								
PS 5%naf DeltaDiode:329.9964(2)	PS 5%naf DeltaDiode:329.9964(2)	Pulso DeltaDiode:259.9963	PS DeltaDiode:329.9964(2)	5 Cef3 DeltaDiode:329.9964(2)	10 CeF3 DeltaDiode:329.9964(2)	10 NF DeltaDiode:329.9964(2)	15 NF DeltaDiode:329.9964(2)	20 NF DeltaDiode:329.9964(2)
X	Y	Y	Y	Y	Y	Y	Y	Y
349.143555	218	0	9	12	21	206	161	151
349.3504	259	1	12	17	19	217	169	162
349.557251	201	0	12	13	18	222	156	139
349.7641	234	0	13	22	17	216	163	159
349.970917	206	0	12	17	19	233	187	152
350.177765	217	2	9	10	16	224	170	137
350.3846	225	1	8	16	15	198	161	136
350.591431	223	1	10	11	17	223	174	168
350.798279	248	0	12	16	17	192	150	147
351.005127	217	0	17	18	11	204	171	187
351.211945	221	0	8	16	14	204	153	154
351.4188	212	0	8	14	10	194	159	168
351.625641	253	0	14	13	18	222	168	154
351.832458	241	1	12	10	21	182	157	173
352.0393	243	1	13	7	14	230	161	156
352.246155	218	0	20	8	13	210	199	147
352.453	231	0	10	12	19	211	148	129
352.659821	223	1	9	17	15	187	174	153
352.866669	227	0	13	16	23	222	164	143
353.073517	231	3	13	12	10	207	166	146
353.280334	203	0	12	12	15	216	160	148
353.487183	218	0	10	18	20	207	156	145
353.694031	215	0	13	10	17	207	151	153
353.900848	214	0	11	12	16	206	160	130
354.1077	216	0	8	16	13	215	154	150
354.314545	239	0	14	12	17	231	161	142
354.521362	196	0	8	13	16	214	159	163
354.7282	228	0	11	17	11	197	161	148
354.935059	212	2	10	11	14	201	174	163
355.141876	223	0	9	12	16	227	149	152
355.348724	214	0	11	13	17	216	146	150
355.555573	207	0	7	7	10	199	153	164
355.7624	212	0	9	12	14	200	156	136
355.969238	203	0	14	15	21	212	149	145
356.1761	218	0	12	19	16	196	150	150
356.382935	209	1	13	9	12	221	159	148
356.589752	210	1	10	14	17	204	158	141
356.7966	204	0	10	14	24	196	132	161
357.003448	213	1	12	15	16	204	148	150
357.210266	203	2	13	16	11	213	177	134
357.4171	195	0	11	18	10	209	160	154
357.623962	205	1	17	21	17	196	154	139
357.83078	196	0	18	22	17	223	154	123
358.037628	212	0	11	14	13	209	166	118
358.244476	176	1	9	14	13	194	159	149
358.4513	223	0	11	11	15	173	149	153
358.658142	199	1	13	16	9	198	144	141
358.865	206	0	13	10	19	197	161	153
359.071838	223	2	11	12	16	206	161	126
359.278656	190	0	12	10	21	206	156	144
359.4855	206	0	9	8	17	200	149	134
359.692352	222	0	13	10	10	193	160	119
359.89917	218	1	7	13	17	205	142	140
360.106018	213	1	9	17	9	182	129	145
360.312866	207	1	8	15	14	198	150	122
360.519684	216	0	21	11	17	199	163	142
360.726532	219	1	10	14	11	201	174	174
360.93338	209	0	9	9	15	203	156	149
361.1402	187	0	10	13	18	189	141	129
361.347046	208	0	8	16	16	221	165	143
361.5539	187	0	7	13	17	178	148	124
361.7607	199	0	8	15	22	192	149	154
361.96756	236	0	18	12	21	201	137	153
362.1744	208	1	11	13	16	207	151	153
362.381226	184	0	15	16	19	191	154	135
362.588074	221	0	10	12	14	182	178	115
362.794922	219	0	10	11	12	161	170	154
363.00177	200	2	11	15	16	203	140	141
363.2086	194	0	6	20	13	216	138	143
363.415436	215	0	10	16	12	206	142	120
363.622284	186	2	9	16	17	198	156	133
363.8291	212	0	13	14	15	176	145	135
364.03595	194	0	11	13	17	180	151	155
364.2428	200	1	11	16	14	171	125	152
364.449615	201	0	9	14	19	197	120	116
364.656464	211	1	9	14	12	196	161	142
364.8633	169	0	14	16	11	190	154	151
365.070129	192	2	9	18	12	193	133	123
365.276978	192	0	5	12	17	194	165	126
365.483826	162	1	11	12	15	204	148	150
365.690674	199	0	11	14	19	191	147	138
365.8975	192	2	13	19	20	185	145	148
366.10434	208	1	14	17	16	173	131	137
366.3112	191	0	11	19	13	155	158	119
366.518	199	1	5	17	18	169	152	127
366.724854	172	3	14	8	13	182	141	112
366.9317	195	0	9	18	10	180	111	149
367.138519	192	1	11	13	21	220	125	125
367.345367	223	0	15	13	19	212	146	138
367.552216	196	0	13	14	18	174	123	135
367.759033	182	1	6	13	21	176	150	134
367.965881	151	0	15	11	11	212	122	130
368.172729	145	1	15	13	19	178	147	130
368.379547	169	0	17	15	12	164	151	117
368.5864	196	2	11	26	13	168	123	106
368.793243	172	1	15	19	21	174	138	104
369.000061	200	0	10	16	10	172	140	109
369.2069	195	1	9	14	12	167	147	134
369.413757	193	0	6	14	15	197	136	121
369.6206	187	0	16	6	15	174	147	126
369.827423	190	1	15	11	18	182	131	126
370.034271	208	0	8	7	12	203	135	135
370.241119	190	1	11	10	10	175	135	120
370.447937	209	1	15	12	15	195	125	129
370.6548	179	1	16	20	17	165	132	135
370.861633	183	0	14	13	27	194	125	136
371.068451	174	1	6	13	13	184	142	132
371.2753	182	1	7	13	23	189	139	122
371.482147	162	1	10	9	14	178	135	148
371.688965	193	0	14	14	8	167	133	115
371.8958	203	0	17	9	12	178	140	121
372.102661	184	0	10	9	19	224	137	121
372.3095	187	0	11	14	10	178	139	113
372.516327	197	1	8	8	18	183	158	123
372.723175	215	0	12	13	11	205	127	121
372.930023	176	0	9	10	13	165	146	130
373.136841	185	1	11	15	14	184	139	130
373.3437	168	1	13	14	16	163	120	120
373.550537	201	1	14	12	17	198	140	119
373.757355	163	0	16	14	18	166	138	130
373.9642	173	0	6	12	16	189	116	131
374.171051	201	0	10	11	15	175	132	140
374.377869	173	1	8	8	16	180	125	106
374.584717	199	0	14	19	20	198	150	136
374.791565	170	1	9	7	8	156	141	112
374.998383	178	0	9	11	9	177	132	124
375.205231	193	2	21	17	14	169	131	112
375.412079	184	1	12	11	19	195	119	128
375.6189	170	0	9	14	20	168	145	127
375.825745	157	0	10	9	17	174	139	131
376.0326	180	1	8	12	12	166	130	137
376.239441	175	0	12	15	19	152	140	129
376.446259	143	0	11	7	10	167	136	112
376.6531	185	0	12	6	18	168	136	119
376.859955	189	0	8	17	16	170	134	118
377.066772	171	1	10	16	13	165	132	107
377.273621	186	1	14	20	15	170	130	123
377.480469	173	0	9	19	13	184	125	130
377.6873	177	0	11	16	25	177	111	119
377.894135	185	0	8	5	9	158	145	96
378.100983	172	0	13	17	14	161	99	112
378.3078	148	1	15	20	10	178	134	123
378.514648	151	2	11	11	13	182	128	101
378.7215	186	0	9	10	16	179	120	124
378.928345	177	0	12	11	12	165	105	130
379.135162	182	1	12	13	12	157	122	117
379.342	165	1	7	9	12	162	126	125
379.548859	174	0	9	12	16	165	123	110
379.755676	186	1	6	18	10	173	121	122
379.962524	162	0	15	13	13	164	115	124
380.169373	166	0	11	14	21	167	146	109
380.3762	163	0	15	9	12	177	120	119
380.583038	168	1	14	13	15	171	135	118
380.7899	157	1	8	11	15	167	108	126
380.9967	163	1	9	7	13	172	128	129
381.203552	163	2	8	12	20	171	113	120
381.4104	162	0	11	7	12	157	111	103
381.617218	163	1	14	10	17	143	129	103
381.824066	145	0	10	6	19	154	133	128
382.0309	152	0	14	17	14	161	123	102
382.237732	166	0	14	10	16	177	138	125
382.44458	176	1	8	14	15	152	129	99
382.651428	158	1	6	9	24	154	123	115
382.858276	168	1	11	16	16	168	109	116
383.0651	154	1	13	18	17	138	126	113
383.271942	171	0	14	15	15	180	129	117
383.4788	171	0	17	14	10	159	113	105
383.6856	144	0	6	8	14	181	94	121
383.892456	193	2	17	11	18	154	108	127
384.0993	173	2	18	14	12	142	123	102
384.306122	189	0	10	12	16	156	124	101
384.51297	158	2	12	18	11	162	131	127
384.719818	205	0	7	14	16	164	125	111
384.926636	155	1	6	10	22	160	115	118
385.133484	156	0	10	18	11	144	131	126
385.340332	180	0	12	10	16	152	109	116
385.54718	132	1	11	9	20	148	120	112
385.754	152	0	10	13	19	139	108	118
385.960846	154	0	10	11	18	158	112	108
386.1677	145	0	13	14	13	132	130	99
386.3745	177	0	12	12	20	169	116	92
386.58136	157	0	9	13	11	149	103	101
386.7882	144	0	10	17	17	173	120	103
386.995026	147	1	4	7	13	160	115	122
387.201874	162	0	12	11	11	152	125	105
387.408722	158	1	8	9	18	135	123	93
387.61554	160	0	8	12	17	154	115	93
387.8224	158	0	12	15	15	157	106	117
388.029236	148	0	10	11	9	140	124	114
388.236053	139	0	10	15	16	152	129	102
388.4429	159	0	13	18	19	148	109	105
388.64975	159	1	7	12	10	182	115	99
388.856567	156	0	9	14	18	153	132	106
389.063416	172	2	6	16	15	154	107	113
389.270264	154	0	12	13	16	131	101	93
389.4771	144	0	7	12	14	172	130	106
389.683929	131	0	13	10	8	155	108	85
389.890778	157	0	19	15	15	157	109	87
390.097626	156	0	12	6	17	144	110	106
390.304443	163	1	11	13	13	167	122	117
390.5113	154	0	9	13	14	163	104	126
390.71814	160	0	9	10	15	135	113	101
390.924957	156	1	10	15	13	141	128	105
391.1318	141	0	10	9	16	147	112	113
391.338654	150	0	7	11	19	144	110	121
391.545471	134	1	8	16	12	163	146	107
391.752319	167	2	16	6	14	144	115	123
391.959167	127	1	10	16	15	138	96	121
392.166016	180	0	12	7	16	143	113	118
392.372833	148	0	10	8	18	169	112	101
392.579681	158	2	11	14	20	148	110	97
392.78653	135	0	5	19	8	130	104	95
392.993347	152	0	14	16	13	146	110	102
393.2002	145	0	4	8	12	152	121	109
393.407043	153	0	9	22	15	144	106	110
393.613861	159	0	13	15	13	149	132	118
393.8207	136	1	9	5	7	121	113	90
394.027557	154	0	10	8	9	139	106	96
394.234375	141	0	11	12	10	170	107	99
394.441223	140	1	8	8	11	126	110	103
394.648071	127	0	5	3	14	121	110	113
394.8549	141	0	15	7	13	146	122	98
395.061737	143	0	12	13	10	161	114	71
395.2686	156	3	10	18	19	116	94	105
395.4754	148	0	14	12	11	146	110	98
395.682251	155	0	23	8	20	153	92	95
395.8891	149	0	7	14	25	123	102	103
396.095947	134	0	13	13	10	130	110	105
396.302765	170	0	11	14	16	161	119	91
396.5096	131	0	15	16	19	132	91	105
396.716461	147	1	10	8	17	154	102	82
396.923279	130	0	11	11	19	135	93	85
397.130127	167	0	6	15	14	134	95	102
397.336975	131	0	14	11	14	145	93	99
397.5438	136	0	12	12	14	144	98	105
397.750641	142	1	11	9	13	155	114	90
397.9575	122	1	15	14	18	135	111	84
398.1643	156	0	13	15	17	130	93	114
398.371155	135	1	13	14	16	127	103	102
398.578	146	0	5	19	15	125	98	102
398.784851	129	1	10	16	9	125	93	90
398.991669	122	0	9	19	16	140	117	92
399.198517	139	1	14	11	14	137	118	102
399.405365	140	0	7	12	13	100	105	97
399.612183	151	0	15	11	17	143	83	99
399.819031	120	1	14	10	15	157	104	99
400.025879	133	0	15	18	14	147	96	102
400.2327	135	1	12	9	20	169	99	116
400.439545	145	1	13	15	9	144	109	91
400.6464	143	1	5	14	12	135	85	101
400.8532	139	0	16	12	10	153	94	79
401.060059	136	0	10	11	9	132	110	94
401.2669	148	0	11	9	15	140	111	83
401.473724	129	0	8	11	17	125	101	97
401.680573	127	1	12	12	7	131	109	97
401.887421	145	0	11	11	14	146	96	75
402.094238	153	0	13	11	15	132	117	101
402.3011	132	0	9	17	14	124	88	95
402.507935	158	0	16	11	14	139	116	82
402.714783	119	0	10	13	17	140	109	111
402.9216	133	2	11	13	14	116	99	86
403.128448	158	0	12	7	16	133	110	88
403.3353	155	1	9	9	13	125	98	93
403.5421	134	2	11	13	10	122	98	104
403.748962	134	0	5	14	13	125	90	75
403.9558	139	0	17	8	12	120	94	89
404.162628	133	0	5	14	14	134	99	84
404.369476	164	0	10	11	14	123	91	96
404.576324	132	0	9	14	14	129	96	113
404.783142	155	0	7	10	7	152	94	71
404.99	121	0	9	12	14	122	113	77
405.196838	135	0	16	10	15	140	88	80
405.4037	130	0	8	12	17	123	94	106
405.6105	115	1	11	9	11	133	101	98
405.817352	153	0	18	9	12	134	97	107
406.0242	126	1	8	7	9	116	103	106
406.231018	143	0	14	17	13	134	117	103
406.437866	150	0	8	16	11	115	95	80
406.6447	124	0	11	16	21	106	97	100
406.851532	121	0	11	12	10	127	100	88
407.05838	121	0	9	17	23	120	122	72
407.265228	122	1	8	15	14	128	94	88
407.472046	138	1	9	15	16	132	103	84
407.6789	137	0	11	10	11	132	100	102
407.885742	134	0	9	7	17	134	125	95
408.09256	133	1	11	11	22	126	84	91
408.2994	125	1	11	6	11	134	85	77
408.506256	128	0	9	10	16	132	110	88
408.713074	126	0	9	11	14	113	103	86
408.919922	137	0	13	15	11	126	92	79
409.12677	141	0	7	5	16	126	88	89
409.333618	140	0	8	15	13	138	94	76
409.540436	128	1	14	14	14	117	104	91
409.747284	118	1	7	8	11	118	91	95
409.954132	128	0	11	9	9	120	94	81
410.16095	119	1	11	8	12	132	93	84
410.3678	111	1	12	12	15	130	108	95
410.574646	105	1	12	16	16	135	89	90
410.781464	137	0	11	7	10	125	80	83
410.9883	117	0	11	20	18	122	103	106
411.19516	118	0	10	10	12	105	94	86
411.401978	129	2	7	9	17	127	100	83
411.608826	105	1	3	10	16	120	100	84
411.815674	129	0	7	11	11	122	82	77
412.022522	123	1	10	11	16	133	95	109
412.22934	136	0	15	12	12	114	108	74
412.4362	120	2	13	15	12	130	73	82
412.643036	136	0	8	9	11	115	89	98
412.849854	137	0	14	14	12	129	89	94
413.0567	118	0	10	19	12	134	91	79
413.26355	105	1	13	16	16	121	94	93
413.470367	130	0	11	19	13	127	99	79
413.677216	120	1	6	13	13	129	100	77
413.884064	142	0	6	12	12	127	100	76
414.090881	103	0	13	5	19	121	108	50
414.297729	124	0	4	12	14	107	100	81
414.504578	119	0	16	7	13	120	97	62
414.7114	121	1	11	17	10	144	106	82
414.918243	124	1	8	8	15	109	95	74
415.1251	145	2	6	21	10	123	83	69
415.3319	124	0	8	8	14	142	90	93
415.538757	136	0	13	13	14	126	99	94
415.7456	114	0	8	8	10	124	101	78
415.952454	103	0	13	12	11	125	81	78
416.159271	125	0	8	10	17	124	89	77
416.366119	128	1	8	15	16	98	90	78
416.572968	128	0	10	14	18	132	88	79
416.7798	110	0	4	10	7	118	98	79
416.986633	135	1	11	12	17	118	94	73
417.193481	125	0	10	14	15	114	86	88
417.4003	120	0	12	16	17	111	90	84
417.607147	111	1	12	21	9	95	85	88
417.814	130	1	15	14	13	104	84	83
418.0208	126	1	6	9	14	109	82	77
418.227661	98	1	11	10	12	109	105	79
418.4345	125	0	7	11	16	102	101	77
418.641357	116	0	14	13	14	110	86	77
418.848175	121	1	19	7	12	103	88	81
419.055023	105	0	12	7	11	124	108	82
419.261871	115	0	10	10	15	104	89	79
419.4687	130	0	13	9	15	116	84	84
419.675537	114	0	7	12	13	103	106	86
419.8824	104	0	6	13	13	110	89	87
420.0892	121	1	12	10	27	119	92	87
420.296051	136	0	10	14	18	117	83	64
420.5029	117	1	7	9	16	124	89	75
420.709717	98	0	7	8	17	125	77	80
420.916565	110	0	11	13	19	123	92	87
421.1234	110	1	7	11	13	109	84	73
421.330231	114	0	11	8	8	112	79	68
421.537079	121	1	10	14	7	112	74	87
421.743927	99	0	8	12	12	134	89	80
421.950745	133	0	11	16	15	101	97	67
422.1576	112	2	13	15	14	109	95	84
422.364441	102	1	4	14	8	105	80	72
422.5713	110	1	10	9	12	111	85	68
422.7781	113	0	11	7	13	100	92	81
422.984955	117	1	13	8	8	112	106	73
423.1918	108	2	8	16	15	118	86	84
423.398621	115	0	5	12	15	110	87	68
423.605469	122	1	12	13	7	111	102	83
423.812317	124	0	6	20	11	108	87	84
424.019135	96	0	14	24	10	116	86	63
424.225983	115	0	11	9	13	106	79	90
424.432831	114	0	7	9	11	103	81	92
424.639648	117	0	9	10	13	106	75	71
424.8465	120	0	6	12	17	108	95	96
425.053345	102	2	9	14	10	122	86	65
425.2602	118	0	16	16	14	132	83	77
425.467	115	1	7	8	11	118	92	67
425.673859	120	0	8	15	14	111	88	73
425.8807	117	1	13	9	9	110	82	69
426.087524	104	2	14	16	10	115	82	72
426.294373	118	0	8	13	12	106	92	78
426.501221	116	0	10	10	11	109	80	73
426.708038	112	0	11	14	13	100	76	79
426.9149	119	0	6	10	16	112	106	72
427.121735	117	0	13	15	16	118	81	76
427.328552	114	0	9	10	14	113	91	84
427.5354	114	0	9	12	13	108	73	72
427.742249	100	2	6	16	12	111	64	81
427.949066	111	2	6	8	14	90	88	67
428.1559	111	1	8	9	17	93	86	80
428.362762	91	0	10	13	15	99	78	75
428.56958	105	0	15	11	19	125	73	77
428.776428	113	0	10	8	17	107	84	84
428.983276	113	1	7	9	15	117	88	78
429.190125	102	0	7	8	13	98	76	67
429.396942	104	1	7	16	14	105	77	81
429.6038	115	1	7	7	12	120	81	69
429.810638	107	0	11	12	16	102	66	78
430.017456	92	0	2	8	15	91	82	85
430.2243	115	0	9	13	13	109	71	64
430.431152	106	0	6	17	17	89	77	74
430.63797	122	1	6	11	15	110	89	63
430.844818	124	0	9	22	14	97	87	81
431.051666	103	0	12	14	10	100	72	79
431.258484	122	0	7	10	12	93	87	75
431.465332	98	0	7	15	13	91	63	77
431.67218	106	0	17	17	14	110	64	75
431.879028	95	0	10	10	17	106	73	65
432.085846	99	0	7	13	17	111	80	74
432.2927	102	1	8	8	15	87	90	74
432.499542	106	1	13	15	12	117	71	77
432.70636	115	0	13	10	16	96	73	72
432.9132	120	2	8	14	12	93	78	81
433.120056	113	0	11	9	10	101	84	56
433.326874	110	2	8	10	7	88	82	67
433.533722	95	0	10	10	17	113	67	82
433.74057	103	1	8	12	12	102	66	76
433.9474	87	0	6	9	9	113	74	63
434.154236	112	0	7	13	15	137	80	82
434.361084	108	0	10	8	19	83	72	73
434.5679	107	2	8	15	11	100	65	60
434.77475	91	1	9	13	12	96	79	58
434.9816	87	1	8	10	21	109	81	71
435.188416	112	1	8	8	6	96	87	71
435.395264	105	0	8	10	13	105	83	53
435.6021	97	0	16	12	18	95	67	86
435.80896	120	1	12	11	16	93	73	71
436.015778	117	1	10	9	14	113	71	67
436.222626	106	0	8	14	14	104	81	63
436.429474	109	0	9	8	15	98	78	70
436.6363	96	1	15	16	12	103	76	62
436.84314	100	1	10	12	13	109	77	54
437.05	108	0	8	15	19	84	72	74
437.2568	108	0	5	14	15	89	87	79
437.463654	88	0	11	16	8	83	77	82
437.6705	92	1	13	9	9	97	74	75
437.877319	102	0	14	9	10	104	60	78
438.084167	90	0	5	7	13	95	81	68
438.291016	87	1	11	21	12	101	68	77
438.497864	97	0	5	9	10	102	79	71
438.704681	113	0	12	4	11	88	74	78
438.91153	89	1	12	10	17	101	77	66
439.118378	73	0	7	11	13	89	75	74
439.3252	101	0	9	13	17	82	67	80
439.532043	93	0	8	16	14	85	61	65
439.7389	122	1	15	14	10	104	79	66
439.9457	115	1	10	10	14	87	73	71
440.152557	114	0	13	12	17	97	76	58
440.3594	107	1	8	16	15	109	70	61
440.566223	115	0	7	9	11	107	74	58
440.773071	83	0	7	22	12	106	72	56
440.979919	98	1	4	4	11	95	63	62
441.186737	104	1	8	9	16	89	56	70
441.3936	103	1	6	7	10	94	77	48
441.600433	85	1	11	14	13	100	63	81
441.807251	102	1	6	8	9	95	75	84
442.0141	100	0	8	7	13	88	70	68
442.220947	87	0	12	12	12	107	76	73
442.4278	86	1	8	7	7	115	63	69
442.6346	101	0	10	12	9	112	56	69
442.841461	112	0	10	11	12	93	64	71
443.0483	74	1	8	12	10	92	75	67
443.255127	93	0	7	9	17	91	79	72
443.461975	112	1	12	9	12	95	67	61
443.668823	91	1	15	11	16	86	67	51
443.875641	106	0	6	10	7	90	75	68
444.0825	98	2	4	12	18	102	78	80
444.289337	109	0	11	14	17	91	69	60
444.496155	91	1	9	8	17	99	76	72
444.703	96	0	13	9	13	81	66	56
444.909851	90	2	13	13	21	80	57	84
445.1167	112	1	9	10	16	95	53	66
445.323517	111	0	10	10	11	89	78	59
445.530365	83	0	11	17	12	89	78	57
445.7372	94	1	16	18	13	96	72	64
445.944031	114	2	8	9	13	86	73	67
446.150879	99	0	8	5	13	92	79	56
446.357727	109	0	5	8	13	90	65	59
446.564545	86	0	6	14	9	88	68	61
446.7714	95	0	9	12	16	98	66	74
446.978241	78	1	10	13	9	93	70	64
447.185059	92	0	5	6	14	87	85	61
447.3919	91	0	13	17	9	105	61	65
447.598755	67	0	10	14	13	89	75	53
447.805573	105	1	9	7	10	89	58	52
448.012421	111	0	15	9	12	91	74	71
448.219269	112	0	8	9	15	83	68	68
448.4261	84	0	12	11	8	78	74	70
448.632935	97	1	6	18	9	92	73	63
448.839783	96	1	12	8	14	86	65	63
449.046631	97	0	12	16	8	101	76	73
449.253448	76	1	13	13	14	106	73	49
449.4603	91	0	14	9	14	81	66	44
449.667145	104	0	8	16	17	82	72	55
449.873962	94	0	7	11	13	72	63	70
450.0808	97	0	8	10	13	74	64	58
450.287659	92	0	5	13	6	103	56	52
450.494476	72	1	11	12	14	85	58	54
450.701324	94	0	9	11	8	89	60	47
450.908173	106	0	7	11	23	92	55	72
451.115	74	1	7	8	10	73	69	75
451.321838	75	2	12	10	12	87	63	57
451.5287	91	1	8	12	15	81	77	41
451.735535	77	0	6	11	19	80	65	63
451.942352	86	0	10	8	18	92	73	42
452.1492	98	0	8	9	13	92	54	72
452.356049	88	0	8	10	15	89	69	71
452.562866	93	0	7	14	10	87	69	60
452.7697	84	0	11	9	14	91	67	66
452.976563	80	1	6	14	13	102	69	45
453.18338	75	0	5	15	8	94	63	55
453.390228	89	0	9	8	13	80	66	61
453.597076	99	1	6	15	16	71	73	56
453.8039	90	0	13	16	17	96	67	49
454.010742	102	1	6	14	10	89	64	77
454.2176	83	0	8	9	12	80	54	54
454.4244	88	0	13	7	16	82	62	60
454.631256	88	1	12	5	18	93	60	60
454.8381	96	0	7	10	9	71	66	58
455.044922	87	0	7	15	11	95	59	67
455.25177	80	0	14	7	16	67	54	68
455.458618	81	1	12	14	9	90	60	63
455.665466	82	0	19	15	15	64	67	62
455.872284	97	1	10	11	10	92	74	59
456.079132	86	0	13	11	15	84	62	47
456.28598	76	1	13	11	18	79	57	54
456.4928	75	2	9	6	8	79	59	68
456.699646	72	0	16	9	6	78	59	61
456.9065	77	0	14	10	11	83	51	61
457.1133	64	0	4	16	14	78	59	50
457.32016	84	0	11	18	14	78	54	59
457.527	78	0	8	10	11	85	56	53
457.733826	91	2	8	11	15	72	67	65
457.940674	87	1	6	6	11	93	61	53
458.147522	72	0	12	5	11	70	61	61
458.35437	79	0	17	9	6	76	60	60
458.5612	88	0	11	20	15	79	59	62
458.768036	83	1	9	8	16	80	60	54
458.974884	83	2	8	9	11	65	61	61
459.1817	98	0	7	14	10	76	59	61
459.38855	89	1	10	14	10	76	51	66
459.5954	99	0	11	10	14	74	70	46
459.802216	84	0	10	15	17	84	59	57
460.009064	77	1	9	13	22	72	67	63
460.2159	98	0	14	13	12	79	47	55
460.422729	86	2	4	9	12	67	60	53
460.629578	75	0	12	9	16	77	71	51
460.836426	78	1	6	8	9	77	58	61
461.043243	79	1	13	15	6	96	65	54
461.2501	58	1	2	14	14	75	57	57
461.45694	98	0	10	7	8	84	63	69
461.663757	101	0	7	14	17	79	81	50
461.8706	97	0	9	21	13	94	51	55
462.077454	96	0	11	8	7	90	62	54
462.2843	70	0	11	18	13	93	51	49
462.491119	91	1	9	5	13	92	57	65
462.697968	90	0	14	13	10	93	53	52
462.904816	102	1	11	14	17	73	51	75
463.111633	71	1	5	16	17	83	41	48
463.318481	87	0	14	10	7	75	72	57
463.52533	69	0	8	17	6	74	46	47
463.732147	77	0	5	13	10	66	54	50
463.939	78	0	7	11	14	74	71	63
464.145844	93	1	8	9	11	78	53	48
464.352661	80	0	9	10	13	58	55	63
464.5595	82	1	7	16	11	76	42	65
464.766357	66	0	6	10	18	76	73	61
464.9732	77	0	19	13	19	77	59	46
465.180023	84	0	9	7	12	87	62	50
465.386871	80	0	7	9	14	72	56	51
465.593719	66	1	8	7	12	77	65	63
465.800537	76	0	8	3	15	91	52	52
466.0074	81	0	6	8	12	83	63	48
466.214233	84	0	8	13	10	57	62	51
466.421051	73	1	10	7	16	65	64	50
466.6279	89	1	8	12	23	79	56	59
466.834747	91	0	9	10	14	76	54	51
467.041565	75	1	7	12	11	78	55	52
467.2484	72	1	7	11	16	75	54	50
467.455261	84	0	9	8	10	74	61	46
467.662079	88	1	11	8	9	55	68	60
467.868927	84	0	12	4	16	74	65	57
468.075775	77	1	17	13	11	80	63	48
468.2826	71	0	7	12	13	79	59	58
468.489441	79	1	10	9	11	87	69	63
468.6963	69	0	11	10	18	85	51	52
468.903137	75	1	12	6	9	59	55	48
469.109955	69	0	11	14	13	86	64	46
469.3168	71	0	16	12	15	66	60	58
469.523651	84	1	7	16	14	72	42	50
469.730469	74	0	8	7	11	68	57	45
469.937317	79	1	9	8	13	84	57	55
470.144165	73	0	8	7	13	67	57	52
470.350983	89	0	11	9	18	74	51	58
470.557831	89	0	15	15	12	91	51	61
470.764679	66	0	7	10	10	66	54	55
470.9715	70	0	8	3	18	60	73	53
471.178345	79	0	13	14	14	69	62	57
471.3852	83	0	9	13	11	71	66	56
471.592041	88	0	10	12	14	68	65	44
471.798859	79	1	8	9	9	68	48	46
472.0057	78	1	9	7	9	81	61	53
472.212555	61	0	11	11	16	75	58	39
472.419373	79	0	11	9	8	74	57	51
472.626221	68	0	8	11	18	80	56	51
472.833069	84	0	1	9	7	75	57	58
473.0399	76	1	5	16	14	67	60	47
473.246735	66	0	7	8	12	75	58	51
473.453583	81	0	8	8	15	79	45	59
473.6604	83	1	6	14	18	82	48	54
473.867249	79	1	11	13	13	78	54	54
474.0741	77	0	3	13	8	85	66	58
474.2809	77	2	13	11	10	73	58	48
474.487762	82	1	16	14	7	64	69	61
474.6946	63	1	14	18	12	67	43	63
474.901428	80	0	4	11	5	57	55	45
475.108276	68	0	7	8	17	74	51	33
475.315125	72	1	9	16	17	68	53	52
475.521973	69	1	8	10	15	70	47	46
475.7288	82	0	10	13	14	71	56	60
475.935638	68	0	7	12	11	69	41	50
476.1425	78	0	10	8	14	72	51	52
476.3493	78	0	8	10	10	69	51	54
476.556152	73	0	8	16	14	78	63	47
476.763	87	0	6	10	9	69	53	54
476.969818	65	0	11	7	11	65	46	45
477.176666	87	1	6	9	9	74	61	46
477.3835	71	1	9	13	9	76	54	58
477.590332	78	2	14	15	15	59	57	50
477.79718	72	2	16	12	10	73	44	35
478.004028	89	0	5	6	9	73	55	53
478.210876	86	0	12	15	11	60	48	49
478.4177	58	1	7	5	14	62	51	50
478.624542	84	1	9	12	14	67	58	64
478.8314	57	0	4	9	10	71	51	47
479.0382	80	0	15	10	18	74	48	37
479.245056	69	0	8	12	15	71	50	46
479.4519	71	0	11	10	11	75	51	41
479.658722	73	0	17	11	16	61	56	57
479.86557	89	0	13	14	16	71	53	57
480.072418	75	0	6	9	10	63	57	42
480.279236	68	0	16	7	5	79	58	50
480.486084	66	0	14	9	11	53	37	42
480.692932	75	1	4	18	12	82	46	52
480.89975	83	0	8	12	10	67	52	42
481.1066	55	2	9	17	16	69	44	40
481.313446	67	0	7	10	16	70	63	49
481.520264	75	0	10	10	17	80	61	42
481.7271	75	0	7	9	14	63	58	49
481.93396	74	1	10	13	18	64	54	58
482.1408	77	1	7	11	8	50	51	56
482.347626	66	0	7	11	13	55	48	34
482.554474	78	1	4	10	5	63	65	52
482.761322	63	0	7	6	12	55	50	52
482.96814	69	0	3	6	16	68	49	46
483.175	74	0	12	12	18	72	62	45
483.381836	62	1	6	9	12	72	48	51
483.588654	60	1	8	9	9	84	44	61
483.7955	68	0	7	13	6	65	55	41
484.00235	69	1	16	7	13	63	52	49
484.209167	82	1	10	7	10	65	55	40
484.416016	69	1	11	13	6	82	44	45
